nama	hospital	address	keyword	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	keyword8	keyword9	keyword10	keyword11	keyword12
Manggarai Barat	RS Siloam Labuan Bajo	Jl. Gabriel GampurKecamatan Komodo - Labuan BajoKab. Manggarai Barat	RS Siloam Labuan Bajo Manggarai Barat	RS	Siloam	Labuan	Bajo	Manggarai	Barat						
Kota Makassar	RS Siloam Makassar	Jl. Metro Tanjung Bunga Kav. 9	RS Siloam Makassar Kota Makassar	RS	Siloam	Makassar	Kota	Makassar							
Kota Palangka Raya	RS Siloam Palangka Raya	Jl. RTA Milono KM. 4 No. 425	RS Siloam Palangka Raya Kota Palangka Raya	RS	Siloam	Palangka	Raya	Kota	Palangka	Raya					
Kota Bekasi	RS Siloam Sentosa	Jl. Pahlawan No. 60, Duren Jaya Bekasi	RS Siloam Sentosa Kota Bekasi	RS	Siloam	Sentosa	Kota	Bekasi							
Kota Lubuklinggau	RS Siloam Silampari	Jl Yos Sudarso Rt 11 Kelurahan Taba Jemekeh Kecamatan Lubuklinggau Timur 1	RS Siloam Silampari Kota Lubuklinggau	RS	Siloam	Silampari	Kota	Lubuklinggau							
Kota Palembang	RS Siloam Sriwijaya Palembang	JL.POM IX (KOMPLEK PS MALL) KELURAHAN LOROK PAKJO	RS Siloam Sriwijaya Palembang Kota Palembang	RS	Siloam	Sriwijaya	Palembang	Kota	Palembang						
Kota Yogyakarta	RS Siloam Yogyakarta	Jl. Laksda Adisucipto Nomor 32 34 Yogyakarta 55221	RS Siloam Yogyakarta Kota Yogyakarta	RS	Siloam	Yogyakarta	Kota	Yogyakarta							
Tana Toraja	RS Sinar Kasih	Jl. Buntu Pantan	RS Sinar Kasih Tana Toraja	RS	Sinar	Kasih	Tana	Toraja							
Malang	RS Siti Miriam	Jl. dr. Wahidin No.101, RT 002 RW. 001, Kel. Kalirejo, Kec. Lawang, Kab.Malang	RS Siti Miriam Malang	RS	Siti	Miriam	Malang								
Belu	RS Sito Husada	Jl. KH.Dewantara No.15,Atambua Belu	RS Sito Husada Belu	RS	Sito	Husada	Belu								
Sikka	RS St Elizabeth Lela	Lela Maumere,Kab.Sikka	RS St Elizabeth Lela Sikka	RS	St	Elizabeth	Lela	Sikka							
Tangerang	RS St. Carolus Summarecon Serpong	Jl Gading Golf Boulevard Kav. 08 Desa Cihuni Kec. Pagedangan	RS St. Carolus Summarecon Serpong Tangerang	RS	St.	Carolus	Summarecon	Serpong	Tangerang						
Kota Makassar	RS Stella Maris	Jl. Somba Opu No.273 Makassar	RS Stella Maris Kota Makassar	RS	Stella	Maris	Kota	Makassar							
Tangerang	RS Suci Paramita	Jl. Raya Serang Km. 28,5 Balaraja	RS Suci Paramita Tangerang	RS	Suci	Paramita	Tangerang								
Malang	RS Sumber Sentosa	Jl. Kebonsari No. 221 Malang, RT 003, RW 002 Desa Tumpang, Kec. Tumpang, Kab. Malang	RS Sumber Sentosa Malang	RS	Sumber	Sentosa	Malang								
Gresik	RS Surya Medika	Jl. Laban Kulon 58 Menganti	RS Surya Medika Gresik	RS	Surya	Medika	Gresik								
Kota Tangerang Selatan	RS Syarif Hidayatullah	Jl. Ir. H. Juanda No. 95, Ciputat Timur	RS Syarif Hidayatullah Kota Tangerang Selatan	RS	Syarif	Hidayatullah	Kota	Tangerang	Selatan						
Kota Sorong	RS TK IV dr. Aryoko	Jl. Pramuka No.1 Kelurahan Klagete Distrik Sorong Utara	RS TK IV dr. Aryoko Kota Sorong	RS	TK	IV	dr.	Aryoko	Kota	Sorong					
Kota Manado	RS TK. II R. W. Mongisidi	Jl. 14 Februari Telling Atas Manado	RS TK. II R. W. Mongisidi Kota Manado	RS	TK.	II	R.	W.	Mongisidi	Kota	Manado				
Kota Surabaya	RS TNI AL Dr. Oepomo	Jl. Laksda M.Nazir No.56 Surabaya	RS TNI AL Dr. Oepomo Kota Surabaya	RS	TNI	AL	Dr.	Oepomo	Kota	Surabaya					
Kota Kupang	RS TNI AL Lantamal VII Kupang	Jl. Yos Sudarso No. 5 Osmok, Kel Namosain Kec.Alak, Kupang	RS TNI AL Lantamal VII Kupang Kota Kupang	RS	TNI	AL	Lantamal	VII	Kupang	Kota	Kupang				
Kota Tangerang	RS Tiara	JALAN BERINGIN RAYA NO.3,4,5 KEL.NUSA JAYA. KEC.KARAWACI	RS Tiara Kota Tangerang	RS	Tiara	Kota	Tangerang								
Aceh Barat	RS Tingkat IV IM 07.02	Jl. Pocut Baren Ujung Karang Desa Suak Indrapuri Kec. Johan Pahlawan Meulaboh Aceh Barat	RS Tingkat IV IM 07.02 Aceh Barat	RS	Tingkat	IV	IM	07.02	Aceh	Barat					
Kota Balikpapan	RS Tk. II Dr. R. Hardjanto	Jl. Tanjungpura VI Balikpapan	RS Tk. II Dr. R. Hardjanto Kota Balikpapan	RS	Tk.	II	Dr.	R.	Hardjanto	Kota	Balikpapan				
Kota Malang	RS Tk. II Dr. Soepraoen	Jl. Soedanco Supriyadi No. 22 Kota Malang	RS Tk. II Dr. Soepraoen Kota Malang	RS	Tk.	II	Dr.	Soepraoen	Kota	Malang					
Kota Banda Aceh	RS Tk. II Iskandar Muda Banda Aceh	Jl. T. Hamzah Bendahara No. 1 Banda Aceh	RS Tk. II Iskandar Muda Banda Aceh Kota Banda Aceh	RS	Tk.	II	Iskandar	Muda	Banda	Aceh	Kota	Banda	Aceh		
Kota Jakarta Timur	RS Tk. II M. Ridwan Meuraksa	Jl. Taman Mini I RT 004 / RW 02 Kel. Pinangranti Kec. Makasar	RS Tk. II M. Ridwan Meuraksa Kota Jakarta Timur	RS	Tk.	II	M.	Ridwan	Meuraksa	Kota	Jakarta	Timur			
Kota Ambon	RS Tk. II Prof. dr. J. A. Latumeten	Jl. Dr. Tamaela No. 2 Ambon	RS Tk. II Prof. dr. J. A. Latumeten Kota Ambon	RS	Tk.	II	Prof.	dr.	J.	A.	Latumeten	Kota	Ambon		
Kota Yogyakarta	RS Tk. III 04.06.03 Dr. Soetarto	Jl Juwadi 19 Kotabaru Yogyakarta	RS Tk. III 04.06.03 Dr. Soetarto Kota Yogyakarta	RS	Tk.	III	04.06.03	Dr.	Soetarto	Kota	Yogyakarta				
Jember	RS Tk. III Baladhika Husada Jember	Jl. PB Sudirman No. 45 Jember	RS Tk. III Baladhika Husada Jember Jember	RS	Tk.	III	Baladhika	Husada	Jember	Jember					
Kota Padang	RS Tk. III Reksodiwiryo Padang	Jl. Dr Wahidin No.1,Padang	RS Tk. III Reksodiwiryo Padang Kota Padang	RS	Tk.	III	Reksodiwiryo	Padang	Kota	Padang					
Kota Pematang Siantar	RS Tk. IV 01.07.01	Jl. Gn Simanuk Manuk No.6. Pematangsiantar	RS Tk. IV 01.07.01 Kota Pematang Siantar	RS	Tk.	IV	01.07.01	Kota	Pematang	Siantar					
Kota Bandar Lampung	RS Tk. IV 02.07.04	Jl. Dr. A.Rivai No.7, Bandar Lampung	RS Tk. IV 02.07.04 Kota Bandar Lampung	RS	Tk.	IV	02.07.04	Kota	Bandar	Lampung					
Kota Singkawang	RS Tk. IV 12.07.01 Singkawang	Jl. Perwira No. H15 Singkawang	RS Tk. IV 12.07.01 Singkawang Kota Singkawang	RS	Tk.	IV	12.07.01	Singkawang	Kota	Singkawang					
Kota Bengkulu	RS Tk. IV Bengkulu	Jl. Zainul Arifin RT 05/01 Kel. Padang Nangka Kecamatan Singaran Pati Bengkulu	RS Tk. IV Bengkulu Kota Bengkulu	RS	Tk.	IV	Bengkulu	Kota	Bengkulu						
Kota Bukittinggi	RS Tk. IV Bukittinggi	Jl. Jend. Sudirman 37 Bukittinggi	RS Tk. IV Bukittinggi Kota Bukittinggi	RS	Tk.	IV	Bukittinggi	Kota	Bukittinggi						
Kota Jakarta Timur	RS Tk. IV Cijantung	Jl. Mahoni No. 1 Cijantung II Rt 005/004 Pasar Rebo Jakarta Timur	RS Tk. IV Cijantung Kota Jakarta Timur	RS	Tk.	IV	Cijantung	Kota	Jakarta	Timur					
Kota Serang	RS Tk. IV Kencana Serang	Jl. A Yani 23 Serang	RS Tk. IV Kencana Serang Kota Serang	RS	Tk.	IV	Kencana	Serang	Kota	Serang					
Lahat	RS Tk. IV Lahat	Jl. Letjen harun sohar No.26,Lahat	RS Tk. IV Lahat Lahat	RS	Tk.	IV	Lahat	Lahat							
Kota Lhokseumawe	RS Tk. IV Lhokseumawe Aceh Utara	Jl. Samudra No.53A Kp Jawa Kec. Banda Sakti Lhokseumawe AUT	RS Tk. IV Lhokseumawe Aceh Utara Kota Lhokseumawe	RS	Tk.	IV	Lhokseumawe	Aceh	Utara	Kota	Lhokseumawe				
Kota Palangka Raya	RS Tk. IV Palangkaraya	Jl. Diponegoro No.55 Palangkaraya Kalteng	RS Tk. IV Palangkaraya Kota Palangka Raya	RS	Tk.	IV	Palangkaraya	Kota	Palangka	Raya					
Kota Pekanbaru	RS Tk. IV Pekanbaru	Jl Kesehatan No 2 Pekanbaru	RS Tk. IV Pekanbaru Kota Pekanbaru	RS	Tk.	IV	Pekanbaru	Kota	Pekanbaru						
Buleleng	RS Tk. IV Singaraja	Jl. Ngurah Rai No. 70 Singaraja	RS Tk. IV Singaraja Buleleng	RS	Tk.	IV	Singaraja	Buleleng							
Kota Jambi	RS Tk. IV dr. Bratanata	Jl. Raden Mattaher No. 33,Jambi	RS Tk. IV dr. Bratanata Kota Jambi	RS	Tk.	IV	dr.	Bratanata	Kota	Jambi					
Kediri	RS Toelongredjo	Jl. A Yani No. 25 Desa Tulungrejo, Kec. Pare, Kab. Kediri	RS Toelongredjo Kediri	RS	Toelongredjo	Kediri									
Siak	RS Type D Perawang	Jl. Raya Perawang Minas Km. 10	RS Type D Perawang Siak	RS	Type	D	Perawang	Siak							
Sleman	RS UGM	Jl. Kabupaten (Lingkar Utara), Kronggahan, Trihanggo, Gamping	RS UGM Sleman	RS	UGM	Sleman									
Kota Jakarta Barat	RS Ukrida	Jl. Arjuna Utara No. 6 Kel. Duri Kepa Kec. Kebon Jeruk	RS Ukrida Kota Jakarta Barat	RS	Ukrida	Kota	Jakarta	Barat							
Kota Jakarta Selatan	RS Umum AL Cilandak	Jl. Raya Cilandak, KKO Jaksel	RS Umum AL Cilandak Kota Jakarta Selatan	RS	Umum	AL	Cilandak	Kota	Jakarta	Selatan					
Kota Jakarta Pusat	RS Umum AL Dr Mintoharjo	Jl. Bendungan Hilir 17 Jakpus	RS Umum AL Dr Mintoharjo Kota Jakarta Pusat	RS	Umum	AL	Dr	Mintoharjo	Kota	Jakarta	Pusat				
Kota Binjai	RS Umum AL Fuadi	Jl Ahmad Yani No 23	RS Umum AL Fuadi Kota Binjai	RS	Umum	AL	Fuadi	Kota	Binjai						
Kota Jakarta Timur	RS Umum AL-Fauzan	Jl. Pedati No. 3 Kel. Kampung Tengah, Kec. Kramat Jati, Jakarta Timur. 13540	RS Umum AL-Fauzan Kota Jakarta Timur	RS	Umum	AL-Fauzan	Kota	Jakarta	Timur						
Bandung	RS Umum AMC	Jl. Raya Cileunyi No.1, Cileunyi Wetan, Cileunyi, Bandung, Jawa Barat 40622	RS Umum AMC Bandung	RS	Umum	AMC	Bandung								
Kota Jakarta Timur	RS Umum Adhyaksa	Jl. Raya Hankam No. 60 Ceger Cipayung	RS Umum Adhyaksa Kota Jakarta Timur	RS	Umum	Adhyaksa	Kota	Jakarta	Timur						
Kota Surabaya	RS Umum Adi Husada Kapasari	Jl. Kapasari No. 97-101 Surabaya	RS Umum Adi Husada Kapasari Kota Surabaya	RS	Umum	Adi	Husada	Kapasari	Kota	Surabaya					
Kota Bandar Lampung	RS Umum Advent Bandar Lampung	Jl. Teuku Umar 48,Bandar Lampung	RS Umum Advent Bandar Lampung Kota Bandar Lampung	RS	Umum	Advent	Bandar	Lampung	Kota	Bandar	Lampung				
Kota Bandung	RS Umum Advent Bandung	Jl. Cihampelas No. 161 Bandung	RS Umum Advent Bandung Kota Bandung	RS	Umum	Advent	Bandung	Kota	Bandung						
Kota Medan	RS Umum Advent Medan	Jl Gatot Subroto Km.4,Medan	RS Umum Advent Medan Kota Medan	RS	Umum	Advent	Medan	Kota	Medan						
Cilacap	RS Umum Afdila Cilacap	Jl. Soekarno-Hatta No.79, Kesugihan	RS Umum Afdila Cilacap Cilacap	RS	Umum	Afdila	Cilacap	Cilacap							
Cilacap	RS Umum Aghisna Medika Sidareja	Jl. Jenderal Sudirman No. 1 Sidamulya Kecamatan Sidareja	RS Umum Aghisna Medika Sidareja Cilacap	RS	Umum	Aghisna	Medika	Sidareja	Cilacap						
Kota Jakarta Selatan	RS Umum Agung	Jl. Sultan Agung No.67,Jaksel	RS Umum Agung Kota Jakarta Selatan	RS	Umum	Agung	Kota	Jakarta	Selatan						
Purworejo	RS Umum Aisyiyah	Jl. Mayjend Soetoyo no 113, Purworejo	RS Umum Aisyiyah Purworejo	RS	Umum	Aisyiyah	Purworejo								
Bojonegoro	RS Umum Aisyiyah Bojonegoro	Jl. Hasyim Asyari 17 Bojonegoro	RS Umum Aisyiyah Bojonegoro Bojonegoro	RS	Umum	Aisyiyah	Bojonegoro	Bojonegoro							
Kudus	RS Umum Aisyiyah Kudus	Jl. HOS. Cokroaminoto No. 248 Kudus	RS Umum Aisyiyah Kudus Kudus	RS	Umum	Aisyiyah	Kudus	Kudus							
Magelang	RS Umum Aisyiyah Muntilan	JL. KHA Dahlan No. 24 Muntilan	RS Umum Aisyiyah Muntilan Magelang	RS	Umum	Aisyiyah	Muntilan	Magelang							
Ponorogo	RS Umum Aisyiyah Ponorogo	Jl. Dr Sutomo 18 - 24, Ponorogo	RS Umum Aisyiyah Ponorogo Ponorogo	RS	Umum	Aisyiyah	Ponorogo	Ponorogo							
Sidoarjo	RS Umum Aisyiyah Siti Fatimah	Jl Kenongo No. 14 Tulangan Sidoarjo	RS Umum Aisyiyah Siti Fatimah Sidoarjo	RS	Umum	Aisyiyah	Siti	Fatimah	Sidoarjo						
Kota Jakarta Utara	RS Umum Akademik Atma Jaya	Jl. Pluit Raya Jakarta Utara No. 02	RS Umum Akademik Atma Jaya Kota Jakarta Utara	RS	Umum	Akademik	Atma	Jaya	Kota	Jakarta	Utara				
Ciamis	RS Umum Al-Arif	Jl. R.E. Martadinata No.158 B, Baregbeg - Ciamis	RS Umum Al-Arif Ciamis	RS	Umum	Al-Arif	Ciamis								
Kota Surabaya	RS Umum Al-Irsyad Surabaya	Jl. KHM.Mansyur No. 210 - 214 Surabaya	RS Umum Al-Irsyad Surabaya Kota Surabaya	RS	Umum	Al-Irsyad	Surabaya	Kota	Surabaya						
Kota Bandung	RS Umum Al-Islam Bandung	Jl. Soekarno. Hatta 644 Bandung	RS Umum Al-Islam Bandung Kota Bandung	RS	Umum	Al-Islam	Bandung	Kota	Bandung						
Sidoarjo	RS Umum Al-Islam H. M. Mawardi	Jl. Kyai Mojo No.12A Jeruk Gamping Krian Sidoarjo	RS Umum Al-Islam H. M. Mawardi Sidoarjo	RS	Umum	Al-Islam	H.	M.	Mawardi	Sidoarjo					
Blitar	RS Umum Al-Ittihad	Jl. Raya Togogan, Srengat, Kab. Blitar	RS Umum Al-Ittihad Blitar	RS	Umum	Al-Ittihad	Blitar								
Brebes	RS Umum Alam Medica	JL. P. DIPONEGORO NO 609 JATISAWIT, BUMIAYU	RS Umum Alam Medica Brebes	RS	Umum	Alam	Medica	Brebes							
Kota Kendari	RS Umum Aliyah II	Jl. Buburanda Korumba - Mandonga Kendari Sulawesi Tenggara	RS Umum Aliyah II Kota Kendari	RS	Umum	Aliyah	II	Kota	Kendari						
Kota Kendari	RS Umum Aliyah II	Jl. Buburanda Korumba - Mandonga Kendari Sulawesi Tenggara	RS Umum Aliyah II Kota Kendari	RS	Umum	Aliyah	II	Kota	Kendari						
Wonogiri	RS Umum Amal Sehat	Jl. Ngerjopuro RT.02/RW.03,Slogohimo Wonogiri	RS Umum Amal Sehat Wonogiri	RS	Umum	Amal	Sehat	Wonogiri							
Pelalawan	RS Umum Amalia Medika	Jl Lintas Timur Pangkalan Kerinci - Pelalawan - Riau	RS Umum Amalia Medika Pelalawan	RS	Umum	Amalia	Medika	Pelalawan							
Brebes	RS Umum Amanah Mahmudah	JL. Jenderal Sudirman No. 06 Sitanggal Larangan	RS Umum Amanah Mahmudah Brebes	RS	Umum	Amanah	Mahmudah	Brebes							
Bekasi	RS Umum Amanda	Jl. Raya Industri No. 36 Cikarang Utara	RS Umum Amanda Bekasi	RS	Umum	Amanda	Bekasi								
Karo	RS Umum Amanda	Jl Jamin Ginting Simpang Korpri No. 1 Berastagi	RS Umum Amanda Karo	RS	Umum	Amanda	Karo								
Kediri	RS Umum Amelia	Jl. Pahlawan No. 25A Pare Kediri	RS Umum Amelia Kediri	RS	Umum	Amelia	Kediri								
Kota Tangerang	RS Umum Aminah	Jl. Hos Cokroaminoto No.4 A, Kreo Selatan	RS Umum Aminah Kota Tangerang	RS	Umum	Aminah	Kota	Tangerang							
Purwakarta	RS Umum Amira	Jl. Ipik Gandamanah RT 35 / 03 Munjul Jaya Kab. Purwakarta	RS Umum Amira Purwakarta	RS	Umum	Amira	Purwakarta								
Banyumas	RS Umum An Ni'mah	Jalan Raya Klapagading Kulon Rt 01 Rw 14 Kec Wangon - Banyumas	RS Umum An Ni'mah Banyumas	RS	Umum	An	Ni'mah	Banyumas							
Blitar	RS Umum An-Nisaa	Jl. Suparyono Timur No. 1, Bajang Talun Blitar	RS Umum An-Nisaa Blitar	RS	Umum	An-Nisaa	Blitar								
Kota Bekasi	RS Umum Ananda	Jl. Sultan Agung No. 173, Kec. Medan Satria - Kota Bekasi.	RS Umum Ananda Kota Bekasi	RS	Umum	Ananda	Kota	Bekasi							
Blitar	RS Umum Ananda	Jl. Mastrip No. 14 Srengat Kab. Blitar	RS Umum Ananda Blitar	RS	Umum	Ananda	Blitar								
Purworejo	RS Umum Ananda Purworejo	Jl. Pahlawan, Sucen Juru Tengah, Bayan Purworejo,	RS Umum Ananda Purworejo Purworejo	RS	Umum	Ananda	Purworejo	Purworejo							
Kota Jakarta Selatan	RS Umum Andhika	Jl. Warung Sila No. 8, RT.06/RW.04, Gudang Baru Ciganjur, Jagakarsa, Jakarta Selatan	RS Umum Andhika Kota Jakarta Selatan	RS	Umum	Andhika	Kota	Jakarta	Selatan						
Kota Jakarta Barat	RS Umum Anggrek Mas	Jl. Anggrek No. 2B rt.009/02 Kelapa Dua Kebon Jeruk	RS Umum Anggrek Mas Kota Jakarta Barat	RS	Umum	Anggrek	Mas	Kota	Jakarta	Barat					
Kota Bekasi	RS Umum Anna	Jl. Raya Pekayon Jaya No.36, Kel.Jaka Setia, Bekasi	RS Umum Anna Kota Bekasi	RS	Umum	Anna	Kota	Bekasi							
Kota Bekasi	RS Umum Anna Medika	Jl. Raya Perjuangan no. 45 Harapan Baru, Bekasi Utara	RS Umum Anna Medika Kota Bekasi	RS	Umum	Anna	Medika	Kota	Bekasi						
Bogor	RS Umum Annisa	JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor	RS Umum Annisa Bogor	RS	Umum	Annisa	Bogor								
Bekasi	RS Umum Annisa	Jl. Cikarang Baru No.31 Cikarang Utara Bekasi	RS Umum Annisa Bekasi	RS	Umum	Annisa	Bekasi								
Garut	RS Umum Annisa Queen	Jln. Jenderal Sudirman No 208 Desa Suci Kaler Kecamatan Karangpawitan Kab. Garut	RS Umum Annisa Queen Garut	RS	Umum	Annisa	Queen	Garut							
Kota Jakarta Timur	RS Umum Antam Medika	Jl. Pemuda Raya No. 1A, Pulogadung	RS Umum Antam Medika Kota Jakarta Timur	RS	Umum	Antam	Medika	Kota	Jakarta	Timur					
Kota Palu	RS Umum Anutapura Palu	Jl. Kangkung No. 1 Palu	RS Umum Anutapura Palu Kota Palu	RS	Umum	Anutapura	Palu	Kota	Palu						
Sidoarjo	RS Umum Anwar Medika	Jl. Raya By Pass Krian KM 33 Semawut Balong Bendo Sidoarjo	RS Umum Anwar Medika Sidoarjo	RS	Umum	Anwar	Medika	Sidoarjo							
Cilacap	RS Umum Aprilia	Jl. Jend. Gatot Subroto 95 Cilacap	RS Umum Aprilia Cilacap	RS	Umum	Aprilia	Cilacap								
Kota Palembang	RS Umum Ar-Rasyid Palembang	JL. H. M. Saleh No. 02 KM. 7 Kel. Sukarami Kec. Sukarami Palembang	RS Umum Ar-Rasyid Palembang Kota Palembang	RS	Umum	Ar-Rasyid	Palembang	Kota	Palembang						
Kediri	RS Umum Arga Husada	Ds. Branggahan Kec. Ngadiluwih	RS Umum Arga Husada Kediri	RS	Umum	Arga	Husada	Kediri							
Gianyar	RS Umum Ari Canti	Jl. Raya Mas Ubud, Kab.Gianyar	RS Umum Ari Canti Gianyar	RS	Umum	Ari	Canti	Gianyar							
Kuningan	RS Umum Aria Kamuning	Jl. Raya Cihideunggirang Dusun Manis RT 001/RW 002 Desa Cihideunggirang Kec. Cidahu	RS Umum Aria Kamuning Kuningan	RS	Umum	Aria	Kamuning	Kuningan							
Bangka	RS Umum Arsani	Jl. Raya Air Kenanga Kec. Sungailiat Kab. Bangka Prov. Kepulauan Bangka Belitung	RS Umum Arsani Bangka	RS	Umum	Arsani	Bangka								
Pati	RS Umum As-Suyuthiyyah	Jl. Raya Juwana - Tayu Km. 7 Guyangan Trangkil Pati Jawa Tengah	RS Umum As-Suyuthiyyah Pati	RS	Umum	As-Suyuthiyyah	Pati								
Purwakarta	RS Umum Asri Purwakarta	Jl. Veteran No. 15	RS Umum Asri Purwakarta Purwakarta	RS	Umum	Asri	Purwakarta	Purwakarta							
Sragen	RS Umum Assalam	Jl. Gatot Subroto KM.1,5 Kulon Palang Gemolong	RS Umum Assalam Sragen	RS	Umum	Assalam	Sragen								
Kota Sukabumi	RS Umum Assyifa Sukabumi	Jl. Jend Sudirman No. 3 Kota Sukabumi	RS Umum Assyifa Sukabumi Kota Sukabumi	RS	Umum	Assyifa	Sukabumi	Kota	Sukabumi						
Wonogiri	RS Umum Astrini	JL. Brigjend Katamso, Kaliancar, Selogiri.	RS Umum Astrini Wonogiri	RS	Umum	Astrini	Wonogiri								
Bogor	RS Umum Asysyifaa	Jl. Raya Leuwiliang Cibeber 1 Kab Bogor 16640	RS Umum Asysyifaa Bogor	RS	Umum	Asysyifaa	Bogor								
Ngawi	RS Umum At-Tin Husada	Jl. Raya Watualang KM. 04 Desa Watualang	RS Umum At-Tin Husada Ngawi	RS	Umum	At-Tin	Husada	Ngawi							
Kota Jakarta Selatan	RS Umum Aulia	Jl. Jeruk Raya No.15 RT.011 RW 01,Jagakarsa Jaksel	RS Umum Aulia Kota Jakarta Selatan	RS	Umum	Aulia	Kota	Jakarta	Selatan						
Blitar	RS Umum Aulia Blitar	Jl. Raya Utara No. 3 Kembangarum, Sutojayan, Kab. Blitar	RS Umum Aulia Blitar Blitar	RS	Umum	Aulia	Blitar	Blitar							
Kota Pekanbaru	RS Umum Aulia Hospital	Jl HR Soebrantas No 63	RS Umum Aulia Hospital Kota Pekanbaru	RS	Umum	Aulia	Hospital	Kota	Pekanbaru						
Pandeglang	RS Umum Aulia Pandeglang	Jl. Raya Labuan-Pandeglang KM. 12 Menes Pandeglang 42262	RS Umum Aulia Pandeglang Pandeglang	RS	Umum	Aulia	Pandeglang	Pandeglang							
Kediri	RS Umum Aura Syifa	Jl. Joyoboyo 42 Dsn. Dlopo Desa Karangrejo Kecamatan Ngasem	RS Umum Aura Syifa Kediri	RS	Umum	Aura	Syifa	Kediri							
Kota Pekanbaru	RS Umum Awal Bros Panam	Jl HR. Soebrantas No 88 Panam	RS Umum Awal Bros Panam Kota Pekanbaru	RS	Umum	Awal	Bros	Panam	Kota	Pekanbaru					
Kota Pekanbaru	RS Umum Awal Bros Pekanbaru	Jl Sudirman No.117 Pekanbaru	RS Umum Awal Bros Pekanbaru Kota Pekanbaru	RS	Umum	Awal	Bros	Pekanbaru	Kota	Pekanbaru					
Rokan Hulu	RS Umum Awal Bros Ujung Batu	Jl. Jenderal Sudirman No. 314	RS Umum Awal Bros Ujung Batu Rokan Hulu	RS	Umum	Awal	Bros	Ujung	Batu	Rokan	Hulu				
Lampung Tengah	RS Umum Az - Zahra	Jl. Kartini No. 109 Kalirejo , Kec. Kalirejo,	RS Umum Az - Zahra Lampung Tengah	RS	Umum	Az	-	Zahra	Lampung	Tengah					
Kota Bogor	RS Umum Azra	Jl. Raya Pajajaran No.219, Bogor Utara Kota Bogor	RS Umum Azra Kota Bogor	RS	Umum	Azra	Kota	Bogor							
Pesisir Selatan	RS Umum BKM	Jl Jend Sudirman Sago IV Jurai Painan	RS Umum BKM Pesisir Selatan	RS	Umum	BKM	Pesisir	Selatan							
Kendal	RS Umum Baitul Hikmah	Jl. Soekarno Hatta KM 12 Kendal	RS Umum Baitul Hikmah Kendal	RS	Umum	Baitul	Hikmah	Kendal							
Kota Jambi	RS Umum Baiturahim Jambi	Jl. Prof. M. Yamin SH, No. 30 Kel. Lebak Bandung	RS Umum Baiturahim Jambi Kota Jambi	RS	Umum	Baiturahim	Jambi	Kota	Jambi						
Ngada	RS Umum Bajawa	Jl. Diponegoro No. 5, Bajawa	RS Umum Bajawa Ngada	RS	Umum	Bajawa	Ngada								
Banyuwangi	RS Umum Bakti Mulia Banyuwangi	Jl. Brawijaya No. 46-47 Banyuwangi	RS Umum Bakti Mulia Banyuwangi Banyuwangi	RS	Umum	Bakti	Mulia	Banyuwangi	Banyuwangi						
Bangka Barat	RS Umum Bakti Timah Muntok	Jl. Raya Komplek Unmet Muntok	RS Umum Bakti Timah Muntok Bangka Barat	RS	Umum	Bakti	Timah	Muntok	Bangka	Barat					
Kota Balikpapan	RS Umum Balikpapan Baru	Jl. MT.Haryono Komplek Perumahan Balikpapan Baru Blok A.3A No.7-9	RS Umum Balikpapan Baru Kota Balikpapan	RS	Umum	Balikpapan	Baru	Kota	Balikpapan						
Simalungun	RS Umum Balimbingan PTP 4	Desa Balimbingan, Kecamatan Tanah Jawa, Kabupaten Simalungun, Sumatera Utara	RS Umum Balimbingan PTP 4 Simalungun	RS	Umum	Balimbingan	PTP	4	Simalungun						
Kota Denpasar	RS Umum Balimed	Jl.Mahendradatta No.57,Denpasar Bali	RS Umum Balimed Kota Denpasar	RS	Umum	Balimed	Kota	Denpasar							
Karang Asem	RS Umum Balimed Karangasem	Jl. Nenas, Kecicang, Karangasem	RS Umum Balimed Karangasem Karang Asem	RS	Umum	Balimed	Karangasem	Karang	Asem						
Jembrana	RS Umum Balimed Negara	Jl. Hayam Wuruk No. 23 Negara	RS Umum Balimed Negara Jembrana	RS	Umum	Balimed	Negara	Jembrana							
Blora	RS Umum Bantuan Blora	Jl. Dr. Sutomo No.45, Blora	RS Umum Bantuan Blora Blora	RS	Umum	Bantuan	Blora	Blora							
Kudus	RS Umum Bantuan Kudus	Jl. Jend. Sudirman No.64, Kudus	RS Umum Bantuan Kudus Kudus	RS	Umum	Bantuan	Kudus	Kudus							
Kota Semarang	RS Umum Banyumanik	Jl. Bina Remaja Srondol No.61,Semarang	RS Umum Banyumanik Kota Semarang	RS	Umum	Banyumanik	Kota	Semarang							
Kota Semarang	RS Umum Banyumanik 2	Jl. Perinmtis Kemerdekaan No. 57	RS Umum Banyumanik 2 Kota Semarang	RS	Umum	Banyumanik	2	Kota	Semarang						
Barru	RS Umum Batara Siang	Jl. Sultan Hasanudin 7 Pangkajene	RS Umum Batara Siang Barru	RS	Umum	Batara	Siang	Barru							
Karawang	RS Umum Bayukarta	Jl. Kertabumi No.44 Karawang	RS Umum Bayukarta Karawang	RS	Umum	Bayukarta	Karawang								
Kota Bekasi	RS Umum Bella	Jl. Ir. H .Juanda No. 141, Bekasi	RS Umum Bella Kota Bekasi	RS	Umum	Bella	Kota	Bekasi							
