"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"513","RSAU dr. M. Salamun","Jl. Ciumbuleuit 203 Bandung","Bed IGD Penuh!","dengan antrian 2 pasien","5 jam","022 2032090","32","3273",2021-08-15 20:57:12,"COVID-19"
"514","RS Umum Advent Bandung","Jl. Cihampelas No. 161 Bandung","Bed IGD Penuh!","dengan antrian 2 pasien","11 jam","081224513689","32","3273",2021-08-15 20:57:12,"COVID-19"
"515","RS Ibu dan Anak Limijati","Jl. LLRE. Martadinata No. 39 Kota Bandung","Bed IGD Penuh!","dengan antrian 1 pasien","12 jam","0224207770 ","32","3273",2021-08-15 20:57:12,"COVID-19"
"516","RS Umum Santosa Hospital Bandung Kopo"," Jl. K.H. Wahid Hasyim (Kopo) No. 461-463 Bandung","Bed IGD Penuh!","dengan antrian 12 pasien","12 jam","02254280555","32","3273",2021-08-15 20:57:12,"COVID-19"
"517","RS Umum Daerah Banjar","  Jl. Rumah Sakit No. 5 Kota Banjar","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","13 jam","0265744242","32","3279",2021-08-15 20:57:13,"COVID-19"
"518","RS Umum Syifa Medika","Jl. R. O. Ulin No. 93","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","12 jam","082153424447","63","6372",2021-08-15 20:57:14,"COVID-19"
"519","RS Umum Daerah Idaman Banjarbaru","Jl. Trikora No. 115 Gt. Manggis Banjarbaru","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","36 jam","05116749696","63","6372",2021-08-15 20:57:14,"COVID-19"
"520","RS TNI-AU Tk. IV Syamsudin Noor","Jl. Hercules No. 17 Banjarbaru","Bed IGD Penuh!","tanpa antrian pasien.","34 jam","085245002003","63","6372",2021-08-15 20:57:14,"COVID-19"
"521","RS Umum Sari Mulia","Jl. Pangeran Antasari No 139 Banjarmasin","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","9 jam","05113261491","63","6371",2021-08-15 20:57:14,"COVID-19"
"522","RS Bhayangkara Tk. III Banjarmasin","Jl. A. Yani Km.3,5 Banjarmasin","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","14 jam","05113256528","63","6371",2021-08-15 20:57:14,"COVID-19"
"523","RS Umum Suaka Insan","Jl. H. Zafri Zamzam 60 Banjarmasin","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","14 jam","05113353335","63","6371",2021-08-15 20:57:14,"COVID-19"
"524","RS Umum Daerah Ulin Banjarmasin","Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","16 jam","05113252180","63","6371",2021-08-15 20:57:14,"COVID-19"
"525","RS Umum Daerah Dr. H. Moch. Ansari Saleh","Jl Brigjend H. Hasan Basry No.1, Banjarmasin","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","33 jam","081348034332","63","6371",2021-08-15 20:57:14,"COVID-19"
"526","RS Umum Daerah Sultan Suriansyah Banjarmasin","Jl. Rantauan Darat RT. 04 RW. 01 Kel. Kelayan Selatan, Kec. Banjarmasin Selatan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","34 jam","05116783707","63","6371",2021-08-15 20:57:14,"COVID-19"
"527","RS Siloam Banjarmasin","Jl. Ahmad Yani Km. 2 RT. 014 RW. 02, Sungai Baru Banjarmasin Tengah","Bed IGD Penuh!","tanpa antrian pasien.","54 menit","hotline tidak tersedia","63","6371",2021-08-15 20:57:14,"COVID-19"
"528","RS Tk. III Dr. R. Soeharsono","Jl. Mayjen Soetoyo S 408  Banjarmasin","Bed IGD Penuh!","tanpa antrian pasien.","7 jam","05114368422","63","6371",2021-08-15 20:57:14,"COVID-19"
"529","RS Islam Banjarmasin","Jl. Letjend S. Parman No. 88, Banjarmasin","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","05113354896","63","6371",2021-08-15 20:57:14,"COVID-19"
"530","RS Umum Daerah Pangeran Jaya Sumitra","Jl. Brigjend. H. Hasan Basri No.57 Kotabaru","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","12 jam","051821118","63","6302",2021-08-15 20:57:14,"COVID-19"
"531","RS Umum dr. Etty Asharto Batu","Jl. Sajid No 44 Pesanggrahan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","25 menit","(0341) 591054 Ext. 102","35","3579",2021-08-15 20:57:15,"COVID-19"
"532","RS Bhayangkara Hasta Brata Batu "," Jl Kartini No 1 Kel. Ngaglik Kec. Batu, Kota Batu","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","8 jam","0341591067","35","3579",2021-08-15 20:57:15,"COVID-19"
"533","RS Baptis Batu","Jln. Raya Panglima Sudirman No. 33 Desa Tlekung Kec. Junrejo Kota Batu","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","8 jam","0341594161","35","3579",2021-08-15 20:57:15,"COVID-19"
"534","RS Umum Karsa Husada Kota Batu "," Jl. A.Yani No.10-13 Kota Batu ","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","0341591036","35","3579",2021-08-15 20:57:15,"COVID-19"
"535","RS Umum Daerah Kota Bau Bau","Jl. Drs. H. La Ode Manarfa","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","9 jam","08114030600","74","7472",2021-08-15 20:57:15,"COVID-19"
"536","RS Primaya","Jl. HM. Joyomartono RT 003 RW 021 Kelurahan Margahayu Kecamatan Bekasi Timur Kota Bekasi.","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","12 menit","081285008503","32","3275",2021-08-15 20:57:16,"COVID-19"
"537","RS Umum Mitra Keluarga Cibubur","Jl. Alternatif  Transyogi, Cibubur","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","18 menit","02184311771","32","3275",2021-08-15 20:57:16,"COVID-19"
"538","RS Umum Graha Juanda","Jl. IR. H. Juanda No. 326, Bekasi Timur","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","42 menit","081519794384","32","3275",2021-08-15 20:57:16,"COVID-19"
"539","RS Umum Jati Sampurna","Jl. Rawa Dolar RT. 003 RW. 007 Kel. Jatiraden Kec. Jatisampurna","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","43 menit","0218451457","32","3275",2021-08-15 20:57:16,"COVID-19"
"540","RS Umum Kartika Husada","Jl. Swatantra no. 72 Jatiasih Bekasi","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","2 jam","081291405535","32","3275",2021-08-15 20:57:16,"COVID-19"
"541","RS Umum Bella","Jl. Ir. H .Juanda No. 141, Bekasi","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","3 jam","0218801778","32","3275",2021-08-15 20:57:16,"COVID-19"
"542","RS Umum Citra Harapan","Jl.Raya Harapan Indah Kawasan Sentra Niaga No. 3-5 Harapan Indah Pejuang, Medan Satria Kota Bekasi ","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","4 jam","02188870606","32","3275",2021-08-15 20:57:16,"COVID-19"
"543","RS Umum Mitra Keluarga Bekasi Timur","JL. Pengasinan, Rawa Semut, Margahayu Bekasi Timur ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","6 jam","02188342007","32","3275",2021-08-15 20:57:16,"COVID-19"
"544","RS Umum Anna","Jl. Raya Pekayon Jaya No.36, Kel.Jaka Setia, Bekasi ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","9 jam","02182432211","32","3275",2021-08-15 20:57:16,"COVID-19"
"545","RS Umum Hermina Bekasi","Jl. Kemakmuran No.39 Margajaya Bekasi","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","11 jam","0218842121","32","3275",2021-08-15 20:57:16,"COVID-19"
"546","RS Umum Permata Cibubur","Jl. Alternatif Cibubur - Cileungsi No. 6A, Kec. Jati Sampurna, Bekasi","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","12 jam","08111115072 ","32","3275",2021-08-15 20:57:16,"COVID-19"
"547","RS Primaya Bekasi Utara","Villa Indah Permai Golden City Blok G No. 1 Teluk Pucung Bekasi Utara","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","02188892000","32","3275",2021-08-15 20:57:16,"COVID-19"
"548","RS Primaya","Jl. KH. Noer Alie Kav. 17-18 (Kalimalang), Bekasi 17144","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","0218868888","32","3275",2021-08-15 20:57:16,"COVID-19"
"549","RS Umum Rawa Lumbu","Jl. Dasa Darma 20-23 Bekasi","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","13 jam","02182422511","32","3275",2021-08-15 20:57:16,"COVID-19"
"550","RS Umum Daerah dr. Chasbullah Abdulmadjid","Jl. Pramuka No. 55 Bekasi","Tersedia 33 bed kosong IGD","tanpa antrian pasien.","24 jam","02188951312","32","3275",2021-08-15 20:57:16,"COVID-19"
"551","RS Siloam Bekasi Sepanjang Jaya","Jl. Pramuka No. 12 Rt. 004 Rw. 002 Kel. Sepanjang Jaya Kec. Rawalumbu Bekasi ","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","34 jam","hotline tidak tersedia","32","3275",2021-08-15 20:57:16,"COVID-19"
"552","RS Umum Karya Medika Bantar Gebang","Jl. Raya Narogong km. 11 Pangkalan 1A, Bantar Gebang Bekasi","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","35 jam","0218254629","32","3275",2021-08-15 20:57:16,"COVID-19"
"553","RS Helsa","Jl. Raya Hankam No. 17 Pondok Melati Kota Bekasi ","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","36 jam","081247522294","32","3275",2021-08-15 20:57:16,"COVID-19"
"554","RS Umum Permata Bekasi"," Jl. Legenda Raya No. 9 Mustika Jaya, Bekasi","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","36 jam","0218251919","32","3275",2021-08-15 20:57:16,"COVID-19"
"555","RS Umum Mitra Keluarga Bekasi Barat","Jl. Jend. Ahmad Yani - Kayuringin Jaya, Bekasi","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","38 jam","082110380048","32","3275",2021-08-15 20:57:16,"COVID-19"
"556","RS Umum Masmitra"," Jl. Kelurahan Jati Makmur No.40, Pondok Gede Kota Bekasi","Bed IGD Penuh!","tanpa antrian pasien.","12 menit","02184971766","32","3275",2021-08-15 20:57:16,"COVID-19"
"557","RS Umum Satria Medika","Jl. Raya Bantar Gebang Setu No 119 Kel Padurenan Kec Mustika Jaya","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","021222105678","32","3275",2021-08-15 20:57:16,"COVID-19"
"558","RS Umum St. Elisabeth","Jl. Raya Narogong 202 KM.5,Kemang Pratama,Kel. BojongRawa Lumbu, Kec. Rawa Lumbu, Kota Bekasi.","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","081288164142","32","3275",2021-08-15 20:57:16,"COVID-19"
"559","RS Umum Hermina Galaxy","jl. Gardenia Raya Blok BA I No.11 Grand Galaxy City Bekasi","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","081383760787","32","3275",2021-08-15 20:57:16,"COVID-19"
"560","RS Umum Mekar Sari  Bekasi","Jl. Mekar Sari No. 1 Bekasi","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","081287874585","32","3275",2021-08-15 20:57:16,"COVID-19"
"561","RS Umum Juwita","Jl. M. Hasibuan No.78, Bekasi Timur","Bed IGD Penuh!","tanpa antrian pasien.","28 jam","0218829590","32","3275",2021-08-15 20:57:16,"COVID-19"
"562","RS Ibu dan Anak Selasih Medika","Jl. Raya Bintara No.5 Bekasi Barat","Bed IGD Penuh!","tanpa antrian pasien.","33 jam","085775719498","32","3275",2021-08-15 20:57:16,"COVID-19"
"563","RS Siloam Bekasi Timur","Jl. Charil Anwar Blu Plaza No 27, RT. 004 RW. 09 Kelurahan Margahayu Kecamatan Bekasi Timur","Bed IGD Penuh!","tanpa antrian pasien.","35 jam","02180611900","32","3275",2021-08-15 20:57:16,"COVID-19"
"564","RS Karunia Kasih"," Jl. Raya Jatiwaringin No.133, Pd Gede Bekasi","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","081290675806","32","3275",2021-08-15 20:57:16,"COVID-19"
"565","RS Umum Islam dr. Subki Abdulkadir","Jl. R.A. Kartini No.66,Bekasi","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","0218803386","32","3275",2021-08-15 20:57:16,"COVID-19"
"566","RS Mitra Keluarga Pratama","Jl. Raya Jatimekar Kel. Jatimekar Kec. Jatiasih Kota Bekasi","Bed IGD Penuh!","dengan antrian 2 pasien","18 jam","02185511000","32","3275",2021-08-15 20:57:16,"COVID-19"
"567","RS Tk. IV Bengkulu","Jl. Zainul Arifin RT 05/01 Kel. Padang Nangka Kecamatan Singaran Pati Bengkulu","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","081274767970","17","1771",2021-08-15 20:57:16,"COVID-19"
"568","RS Umum Daerah Dr. M. Yunus Bengkulu","Jl. Bayangkara Kel. Sido Mulyo Kec. Gading Cempaka Kota Bengkulu","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","12 jam","08117311151","17","1771",2021-08-15 20:57:16,"COVID-19"
"569","RS Bhayangkara Jitra Kota Bengkulu","Jl. Veteran No.2 Kelurahan Jitra Kota Bengkulu","Bed IGD Penuh!","tanpa antrian pasien.","7 jam","085368600994","17","1771",2021-08-15 20:57:16,"COVID-19"
"570","RS Rafflesia Bengkulu","Jl. Mahoni No.10 Kelurahan Padang Jati Kecamatan Ratu Samban Kota Bengkulu","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","073621710","17","1771",2021-08-15 20:57:16,"COVID-19"
"571","RS Umum Daerah Kota Bima","Jl. Datuk Dibanta Kel. Jatiwangi Kec. Asakota ","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","12 jam","hotline tidak tersedia","52","5272",2021-08-15 20:57:17,"COVID-19"
"572","RS Umum Bidadari","Jl Perintis Kemerdekaan No. 174","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","10 jam","085260987773","12","1276",2021-08-15 20:57:17,"COVID-19"
"573","RS Umum Ratu Mas","Jl Tengku Amir Hamzah No 281A","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","087885024913","12","1276",2021-08-15 20:57:17,"COVID-19"
"574","RS Umum Sylvani","Jl Perintis Kemerdekaan No. 21","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","06180045925","12","1276",2021-08-15 20:57:17,"COVID-19"
"575","RS Umum Daerah Bitung","Jl. S. H. Sarundajang Kel. Manembo-nembo Tengah Kec. Matuari","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","4 jam","082348938008","71","7172",2021-08-15 20:57:17,"COVID-19"
"576","RS Umum Syuhada Haji","Jl. Tanjung No.158 Pakunden Kota Blitar","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","2 jam","0342801607","35","3572",2021-08-15 20:57:18,"COVID-19"
"577","RS Umum Daerah Mardi Waluyo"," Jl. Kalimantan 113, Kota Blitar","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","10 jam","0342801118","35","3572",2021-08-15 20:57:18,"COVID-19"
"578","RS Umum Aminah","Jl.Veteran No.39 Kelurahan Kepanjen Kidul Kota Blitar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","36 jam","0342816304","35","3572",2021-08-15 20:57:18,"COVID-19"
"579","RS Islam Aminah","Jl. Kenari No. 54 Blitar","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","0342801662","35","3572",2021-08-15 20:57:18,"COVID-19"
"580","RS Katolik Budi Rahayu","Jl. Jend. A. Yani 18 Kota Blitar","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","0342801066","35","3572",2021-08-15 20:57:18,"COVID-19"
"581","RS Umum Salak","Jl. Jend Sudirman No. 8 Kota Bogor","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","1 menit","02518345222","32","3271",2021-08-15 20:57:20,"COVID-19"
"582","RS Umum Medika Dramaga","Jl. Raya Dramaga Km.7,3 Margajaya-Bogor Barat-Kota Bogor","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","49 menit","02518308900","32","3271",2021-08-15 20:57:20,"COVID-19"
"583","RS Umum Bhayangkara Tk IV Bogor","Jl. Kapten Muslihat No. 18 Paledang Bogor Tengah Kota Bogor","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","2 jam"," 02518348987","32","3271",2021-08-15 20:57:20,"COVID-19"
"584","RS Umum Azra","Jl. Raya Pajajaran No.219, Bogor Utara Kota Bogor","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","3 jam","02518318456","32","3271",2021-08-15 20:57:20,"COVID-19"
"585","RS Umum Hermina Bogor","Jl. Ring Road I Kav. 23,25,27 Perum Taman Yasmin Bogor","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","3 jam","02518382525","32","3271",2021-08-15 20:57:20,"COVID-19"
"586","RS Umum Ummi","Jl. Empang II No. 2 Bogor Selatan Kota Bogor","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","10 jam","087827036712 ","32","3271",2021-08-15 20:57:20,"COVID-19"
"587","Bogor Senior Hospital","Jl. Raya Tajur No. 168 Muarasari Bogor","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","10 jam","02517556777","32","3271",2021-08-15 20:57:20,"COVID-19"
"588","RS Jiwa dr. H. Marzoeki Mahdi","Jl. dr. Sumeru No.114 Kota Bogor","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","11 jam","8310611","32","3271",2021-08-15 20:57:20,"COVID-19"
"589","RS Umum Siloam Hospitals Bogor","Jl. Pajajaran No. 27 Bogor Tengah, Kota Bogor","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","02518303900","32","3271",2021-08-15 20:57:20,"COVID-19"
"590","RS Umum PMI Bogor","Jl. Raya Pajajaran No. 80 Bogor","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","11 jam","02518324080","32","3271",2021-08-15 20:57:20,"COVID-19"
"591","RS Umum Mulia Pajajaran","Jl. Raya Pajajaran No. 98, Bantarjati - Bogor Utara, Kota Bogor","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","081288015167","32","3271",2021-08-15 20:57:20,"COVID-19"
"592","RS Umum Vania","JL. Siliwangi No. 11, Kel. Sukasari, Kec. Bogor Timur Kota Bogor","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","11 jam","02518380601","32","3271",2021-08-15 20:57:20,"COVID-19"
"593","BMC Mayapada Hospital","Jl. Pajajaran Indah V No.97, Bogor Timur Kota Bogor","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","02518307900","32","3271",2021-08-15 20:57:20,"COVID-19"
"594","RS Umum Islam Bogor","Jl. Perdana Raya No.22, Tanah Sareal, Bogor Utara Kota Bogor","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","089527936567","32","3271",2021-08-15 20:57:20,"COVID-19"
"595","RS Umum Juliana","Jl. Raya Tajur No. 75 Bogor Timur Kota Bogor","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","22 jam","081214177285","32","3271",2021-08-15 20:57:20,"COVID-19"
"596","RS Umum Daerah Kota Bogor"," Jl. Dr. Sumeru 120 Kota Bogor","Bed IGD Penuh!","tanpa antrian pasien.","51 menit","02518312292","32","3271",2021-08-15 20:57:20,"COVID-19"
"597","RS Ibu dan Anak Sawojajar","Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","087778324371","32","3271",2021-08-15 20:57:20,"COVID-19"
"598","RS Umum Melania","Jl. Pahlawan No.91, Kota Bogor","Bed IGD Penuh!","dengan antrian 2 pasien","11 jam","02518321196","32","3271",2021-08-15 20:57:20,"COVID-19"
"599","RS Umum Daerah Taman Husada Bontang","Jl. S. Parman No. 01","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","8 jam","054822111","64","6474",2021-08-15 20:57:20,"COVID-19"
"600","RS LNG Badak","Kompleks PT Badak NGLBontang, Kalimantan Timur","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","0548552041","64","6474",2021-08-15 20:57:20,"COVID-19"
"601","RS Umum Ibnu Sina Bukittinggi","Jl. Batang Agam, Belakang Balok ","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","1 menit","075221185","13","1375",2021-08-15 20:57:21,"COVID-19"
"602","RS Umum Daerah Dr. Achmad Mochtar","Jl. Dr. A. Rivai Bukittinggi","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","085263561606","13","1375",2021-08-15 20:57:21,"COVID-19"
"603","RS Otak DR. drs. M. Hatta Bukittinggi","Jl. Jend Sudirman Bukittinggi PO. BOX I Bukittinggi","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","08126765744","13","1375",2021-08-15 20:57:21,"COVID-19"
"604","RS Umum Daerah Kota Cilegon","Jl. Kapten P. Tendean Km.3 Cilegon","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","49 menit","08159859244","36","3672",2021-08-15 20:57:21,"COVID-19"
"605","RS Kurnia","Jl. Jombang Masjid No.4, Cilegon","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","12 jam","087885829059","36","3672",2021-08-15 20:57:21,"COVID-19"
"606","RS Krakatau Medika","Jl. Semang Raya No. 01","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","12 jam","0254398846","36","3672",2021-08-15 20:57:21,"COVID-19"
"607","RS Umum Tk. II Dustira","Jl. dr. Dustira No.1 Kel. Baros Kec. Cimahi Tengah ","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","7 jam","0226630932","32","3277",2021-08-15 20:57:22,"COVID-19"
"608","RS Umum Kasih Bunda","Jl. Mahar Martanegara No.166 Kel. Baros Kec. Cimahi Tengah","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","13 jam","0226631999","32","3277",2021-08-15 20:57:22,"COVID-19"
"609","RS Umum Daerah Cibabat"," Jl. Jend. H. Amir Machmud No. 140 Kel. Cibabat Kec. Cimahi Utara","Tersedia 80 bed kosong IGD","tanpa antrian pasien.","15 jam","081310284718","32","3277",2021-08-15 20:57:22,"COVID-19"
"610","RS Umum Mitra Kasih","Jl. Jend.Amir Machmud No.341 Kel. Cigugur Tengah Kec. Cimahi Tengah Kota Cimahi","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","36 jam","0226654852","32","3277",2021-08-15 20:57:22,"COVID-19"
"611","RS Umum Tk. III Ciremai","Jl. Kesambi No. 237 Cirebon","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","5 jam","0231238335","32","3274",2021-08-15 20:57:22,"COVID-19"
"612","RS Umum Putera Bahagia","Jl. Ciremai Raya No 114 Perumnas Cirebon","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","11 jam","02314990900","32","3274",2021-08-15 20:57:22,"COVID-19"
"613","RS Umum Pelabuhan Cirebon","Jl. Sisingamangaraja No.45 Cirebon 45112","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","0231221873","32","3274",2021-08-15 20:57:22,"COVID-19"
"614","RS Umum Sumber Kasih","Jl. Siliwangi No.135 Cirebon","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","0231203815","32","3274",2021-08-15 20:57:22,"COVID-19"
"615","RS Umum Daerah Gunung Jati","Jl. Kesambi No.56 Cirebon - 45134","Bed IGD Penuh!","tanpa antrian pasien.","35 jam","08112405191","32","3274",2021-08-15 20:57:22,"COVID-19"
"616","RS Umum Puri Raharja","Jl. WR Supratman 14 ","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","8 menit","0361222013","51","5171",2021-08-15 20:57:23,"COVID-19"
"617","RS Umum Bhakti Rahayu","Jl. Gatot Subroto II /11 Denpasar","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","16 menit","0361430270","51","5171",2021-08-15 20:57:23,"COVID-19"
"618","RS Umum Dharma Yadnya","Jl. WR.Supratman 256,Denpasar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","52 menit","0361462488","51","5171",2021-08-15 20:57:23,"COVID-19"
"619","RS Bhayangkara Denpasar","Jl. Trijata no.32 Denpasar","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","7 jam","0361234670","51","5171",2021-08-15 20:57:23,"COVID-19"
"620","RS Umum Manuaba","Jl. Cokroaminoto 28 Denpasar","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","8 jam","0361426393","51","5171",2021-08-15 20:57:23,"COVID-19"
"621","RS Umum Daerah Wangaya","  Jl. Kartini No.133 Denpasar","Bed IGD Penuh!","tanpa antrian pasien.","24 menit","03613531000","51","5171",2021-08-15 20:57:23,"COVID-19"
